Music_Title,Drum_Kick,Drum_Snare,Drum_HiHat,Drum_Cymbals,Drum_Overheads,Drum_Tom,Drum_Room,Percussion,Bass,Acoustic_Guitar,Electric_Guitar,Piano,Electric_Piano,Brass,String,WoodWind,Other,Lead_Vocal,Backing_Vocal,Unused,Vocal_Quality
The Things We Do For Love,[],[],[],[],[],[],[],[],"['01 Upright Bass 251.wav', '02 Upright Bass 451.wav', '03 Upright Bass RCA.wav']",[],"['04 Crosby Guitar Atlantis.wav', '05 Crosby Guitar DI.wav', '08 Electric Guitar.wav', '09 Electric Guitar Octave.wav']",[],[],[],"['06 League 12 Strings 1.wav', '07 League 12 Strings 2.wav']",[],[],"['10 Crosby Lead.wav', '11 Croby Lead CH.wav']","['12 Crosby CH Dble.wav', '13 Crosby CH Trple.wav', '30 Haaaa 1.wav', '31 Haaaa 2.wav', '32 Haaaa 3.wav', '33 Haaaa 4.wav', '34 Haaaa 5.wav', '35 Haaaa 6.wav', '36 Haaaa 7.wav', '37 Haaaa 8.wav', '14 Crosby CH Harm 1.wav', '15 Crosby CH Harm 2.wav', '16 Crosby CH Harm 3.wav', '17 CH Harm 1.wav', '18 CH Harm 2.wav', '19 CH Harm 3.wav', '20 Falsetto Harm 1.wav', '21 Falsetto Harm 2.wav', '22 Falsetto Harm 3.wav', '23 Falsetto Harm 4.wav', '24 Falsetto Harm 5.wav', '25 Falsetto Harm 6.wav', '26 Falsetto Harm 7.wav', '27 Falsetto Harm 8.wav', '28 Falsetto Harm 9.wav', '29 Falsetto Harm 10.wav']",[],1
The Truth,['01_Kick.wav'],['02_Snare.wav'],['03_Hat.wav'],['04_Ride.wav'],"['05_Overheads1.wav', '06_Overheads2.wav']","['07_Tom1.wav', '08_Tom2.wav', '09_Tom3.wav']",[],[],"['10_BassAmp.wav', '11_BassDI.wav']",[],"['12_Gtr01_VsDown.wav', '13_Gtr02_VsUp.wav', '14_Gtr03_Vs1SFX1_Dark.wav', '15_Gtr04_Vs1SFX1_Light.wav', '16_Gtr05_Vs1SFX2_Dark.wav', '17_Gtr06_Vs1SFX2_Light.wav', '18_Gtr07_SectionC_Dark.wav', '19_Gtr08_SectionC_Light.wav', '20_Gtr09_RisePatch_Dark.wav', '21_Gtr10_RisePatch_Light.wav', '22_Gtr11_SectionD_Dark.wav', '23_Gtr12_SectionD_Light.wav', '24_Gtr13_Solo.wav', '25_Gtr14_Solo.wav']",[],[],[],[],[],"['26_Hammond01.wav', '27_Hammond02.wav', '28_Hammond03.wav', '29_Hammond04.wav']","['30_LeadVox1.wav', '31_LeadVox2.wav']","['32_BackingVox01.wav', '33_BackingVox02.wav', '34_BackingVox03.wav', '35_BackingVox04.wav']",[],1
The Well,"['01_Kick.wav', '02_KickSample.wav']","['03_SnareUp.wav', '04_SnareDown.wav', '05_SnareSample.wav']",[],[],['06_Overheads.wav'],"['07_Tom1Sample.wav', '08_Tom2Sample.wav']",[],[],"['09_BassDI.wav', '10_BassFX.wav']",[],"['11_ElecGtr01.wav', '12_ElecGtr01DI.wav', '13_ElecGtr02.wav', '14_ElecGtr02DI.wav', '15_ElecGtr03.wav', '16_ElecGtr03DI.wav', '17_ElecGtr04.wav', '18_ElecGtr04DI.wav']",[],[],[],[],[],['19_Synth.wav'],[],"['20_Vox1.wav', '21_Vox2.wav', '22_Vox3.wav', '23_Vox4.wav', '24_Vox5.wav', '25_Vox6.wav']",[],1
The Wind,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",[],[],"['07_DrumsSideL.wav', '08_DrumsSideR.wav', '09_DrumsOverhead1.wav', '10_DrumsOverhead2.wav']","['05_Tom1.wav', '06_Tom2.wav']",['11_DrumsRoom.wav'],['12_Tambourine.wav'],['13_Bass.wav'],"['19_AcGtr_Mic1.wav', '20_AcGtr_Mic2.wav', '21_AcGtr_Mic3.wav', '22_AcGtr_Mic4.wav']","['14_ElecGtr1.wav', '15_ElecGtr2a_Close.wav', '16_ElecGtr2b_Amb.wav', '17_SlecGtr3a_Close.wav', '18_ElecGtr3b_Amb.wav']",[],['23_Rhodes.wav'],[],[],[],[],['24_LeadVoxDuet.wav'],"['25_BackingVox01Submix.wav', '26_BackingVox02.wav', '27_BackingVox03.wav', '28_BackingVox04.wav', '29_BackingVox05.wav', '30_BackingVox06.wav', '31_BackingVox07.wav']",[],1
The Woodworm Song,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['03_SpotMic1_Tenors.wav', '05_SpotMic3_Sopranos.wav', '06_SpotMic4_Altos.wav', '04_SpotMic2_Basses.wav', '07_BassCloseMic1.wav', '08_BassCloseMic2.wav', '09_BassCloseMic3.wav', '10_BassCloseMic4.wav', '11_BassCloseMic5.wav', '01_MainPair1.wav', '02_MainPair2.wav']",[],,1
This Town,"['01_Kick.wav', '02_KickSide.wav']",['03_Snare.wav'],[],['06_Ride.wav'],"['07_Overheads.wav', '08_DrumsPZM.wav', '09_DrumsWurstMic.wav']","['04_Tom1.wav', '05_Tom2.wav']","['10_DrumsRoom.wav', '11_DrumsRoomMono.wav', '12_DrumsRoomMonoFX.wav']","['13_Tambourine1.wav', '14_Tambourine2.wav', '15_Tambourine3.wav']","['16_BassAmp.wav', '17_BassDI.wav']","['18_AcGtr1Mic1.wav', '19_AcGtr1Mic2.wav', '20_AcGtr1Mic3.wav', '21_AcGtr2Mic1.wav', '22_AcGtr2Mic2.wav', '23_AcGtr2Mic3.wav']","['24_ElecGtr1.wav', '25_ElecGtr2.wav', '26_ElecGtr3.wav', '27_ElecGtr4.wav', '28_ElecGtr5.wav', '29_ElecGtr6.wav']",['30_Piano.wav'],[],[],"['39_Cellos_MicPair1.wav', '40_Cellos_MicPair2.wav', '41_Cellos_MicPair3.wav', '42_Cellos_CloseMic.wav', '43_Strings_MicPair1.wav', '44_Strings_MicPair2.wav', '45_Strings_MicPair3.wav', '46_Strings_SectionMic_VlnI.wav', '47_Strings_SectionMic_Vln2.wav', '48_Strings_SectionMic_Vla.wav', '49_Strings_SectionMic_Cello.wav', '50_Strings_CellosCloseMic.wav', '51_ReverseStrings_Mic1.wav', '52_ReverseStrings_Mic2.wav']",[],"['31_Synth1.wav', '32_Synth2.wav', '33_Synth3.wav', '34_Synth4.wav', '35_SynthSFX1.wav', '36_SynthSFX2.wav', '37_SynthSFX3.wav', '38_SynthSFX4.wav']","['53_LeadVox_Singer1.wav', '54_LeadVoxDT1_Singer1.wav', '55_LeadVoxDT2_Singer1.wav']","['56_BackingVox01_Singer1.wav', '57_BackingVox02a_Singer2.wav', '58_BackingVox02b_Singer3.wav', '59_BackingVox03a_Singer2.wav', '60_BackingVox03b_Singer3.wav', '61_BackingVox04a_Singer2.wav', '62_BackingVox04b_Singer3.wav', '63_BackingVox05a_Singer2.wav', '64_BackingVox05b_Singer3.wav', '65_BackingVox06a_Singer2.wav', '66_BackingVox06b_Singer3.wav', '67_BackingVox07a_Singer2.wav', '68_BackingVox07b_Singer3.wav', '69_BackingVox08a_Singer2.wav', '70_BackingVox08b_Singer3.wav', '71_BackingVox09_Singer1.wav', '72_BackingVox09DT_Singer1.wav', '73_BackingVox10_Singer1.wav', '74_BackingVox10DT_Singer1.wav', '75_BackingVox11_Singer1.wav', '76_BackingVox11DT_Singer1.wav']",[],1
Through My Eyes,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],"['05_CymbalRoll1.wav', '06_CymbalRoll2.wav', '08_FingerCymbals.wav']",['04_Overheads.wav'],[],[],['07_Percussion.wav'],['09_Bass.wav'],"['10_AcGuitar1.wav', '11_AcGuitar2.wav', '12_AcGuitar3.wav', '13_AcGuitar4.wav', '14_AcGuitar5.wav', '15_AcGuitar6.wav']",[],"['16_Piano1.wav', '17_Piano2.wav']",[],[],[],[],"['18_Pad1.wav', '19_Pad2.wav', '20_Pad3.wav', '21_Pad4.wav', '22_Pad5.wav']",['23_LeadVox.wav'],[],[],1
Thursday Reverie,[],[],[],[],[],[],[],[],['01_Bass.wav'],[],[],[],[],[],[],[],"['02_Synth1.wav', '03_Synth2.wav', '04_Synth3.wav', '05_Synth4.wav', '06_SFX.wav']",[],[],[],0
Tip Toe Through The Crypto,['Drums-Kick-421.wav'],['Drums-Snare Top-M80.wav'],['Drums-Hat-M60.wav'],[],['Drums-Over-Ar51.wav'],"['Drums-Tom1-M81.wav', 'Drums-Tom2-M81.wav']",['Room-M81.wav'],[],"['Bass-Amp-Ak47.wav', 'Bass-DI.wav']",[],['Guitar-Dave-M81.wav'],[],"['Keys-Amp-M81.wav', 'Keys-Amp2-M81.wav', 'Keys-Leslie Bot-M81.wav', 'Keys-Leslie Top-M81.wav']","['Horns-Bari-M81.wav', 'Horns-Tenor-M81.wav', 'Horns-Trumpet-M81.wav']",[],[],[],['Vocals-Sammi-M81.wav'],"['Vocals-Dave-M80.wav', 'Vocals-Geneva-M81.wav']","['CRAIGTR_02-02.wav', 'Chamber-Ar70.wav', 'KEYS3DI_02-02.wav', 'JOSH VOX_02-02.wav']",0
Tiring,"['01_KickIn.wav', '02_KickOut.wav']","['05_SnareUp.wav', '06_SnareDown.wav']",['03_HiHat.wav'],[],"['04_Overheads.wav', '10_DrumsLeakage.wav']","['07_Tom1.wav', '08_Tom2.wav', '09_Tom3.wav']",['11_DrumsRoom.wav'],['12_Shaker.wav'],"['19_BassAmp.wav', '20_BassDI.wav']","['21_AcousticGtr.wav', '22_AcousticGtrDT.wav']","['23_ElecGtr1.wav', '24_ElecGtr1DT.wav', '25_ElecGtr2.wav', '26_ElecGtr2DT.wav']",[],[],[],['27_Strings.wav'],[],"['13_SFX1.wav', '14_SFX2.wav', '15_SFX3.wav', '16_SFX4.wav', '17_SFX5.wav', '18_SFX6.wav', '28_Organ.wav', '29_Synth.wav', '30_Synth.wav']","['31_LeadVox.wav', '32_LeadVoxDT.wav']","['33_BackingVox1.wav', '34_BackingVox1DT.wav', '35_BackingVox2.wav', '36_BackingVox2DT.wav']",[],1
To Sam Rawfers,[],[],[],[],['01_Drums.wav'],[],[],[],['03_Bass.wav'],[],[],[],[],[],[],[],"['02_SFX.wav', '04_Kalimba.wav', '05_Organ.wav']",['06_LeadVox.wav'],"['07_BackingVox1.wav', '08_BackingVox1DT.wav', '09_BackingVox2.wav', '10_BackingVox2DT.wav', '11_BackingVox3.wav', '12_BackingVox3DT.wav', '13_BackingVox4.wav', '14_BackingVox4DT.wav', '15_BackingVox5.wav', '16_BackingVox5DT.wav']",[],1
To The Wolves,['01_KickIn.wav'],['02_Snare.wav'],['03_HiHat.wav'],[],['08_Overheads.wav'],"['04_Tom1.wav', '05_Tom2.wav', '06_Tom3.wav', '07_Tom4.wav']",['09_DrumsRoom.wav'],[],['10_Bass.wav'],[],"['12_ElecGtr1.wav', '13_ElecGtr2.wav', '14_ElecGtr3.wav', '15_ElecGtr4.wav']",['11_Piano.wav'],[],[],[],[],"['23_SFXWolf1.wav', '24_SFXWolf2.wav', '25_SFXLaugh.wav']","['16_LeadVox1.wav', '17_LeadVox2.wav', '18_LeadVox2DT1.wav', '19_LeadVox2DT2.wav']","['20_BackingVox1.wav', '21_BackingVox2.wav', '22_BackingVox3.wav']",[],1
Tochka,"['01_KickSample.wav', '05_Drumkit_Kick.wav']","['02_SnareSample.wav', '06_Drumkit_SnareUp.wav', '07_Drumkit_SnareDown.wav']",[],"['04_CymbalSFX.wav', '10_Drumkit_Cymbal.wav']",['11_Drumkit_Overheads.wav'],"['08_Drumkit_Tom1.wav', '09_Drumkit_Tom2.wav']",['12_Drumkit_Room.wav'],"['03_Percussion.wav', '13_Percussion.wav']","['14_Bass1.wav', '15_Bass2.wav']",[],"['16_ElecGtr1.wav', '17_ElecGtr2.wav', '18_ElecGtr3.wav', '19_ElecGtr4.wav', '20_ElecGtr5.wav', '21_ElecGtr6.wav']",['22_Piano.wav'],[],['25_Horns.wav'],[],[],"['23_Sample.wav', '26_SfX.wav']","['27_LeadVox1.wav', '28_LeadVox1DT.wav', '29_LeadVox1FX.wav', '30_LeadVox2.wav']","['24_Choir.wav', '31_BackingVox1.wav', '32_BackingVox2.wav', '33_BackingVox3.wav']",[],1
Today's The Day,"['01_KickMic1.wav', '02_KickMic2.wav']","['03_SnareUpMic1.wav', '04_SnareUpMic2.wav', '05_SnareDown.wav', '06_SnareSide.wav']",['09_HiHat.wav'],['10_Ride.wav'],"['11_Overheads.wav', '12_DrumsSquash.wav']","['07_Tom1.wav', '08_Tom2.wav']",['13_DrumsRoom.wav'],[],"['14_BassDI.wav', '15_BassAmp1.wav', '16_BassAmp2.wav', '17_BassAmp3.wav']",[],"['23_ElecGtr01Amp1.wav', '24_ElecGtr01Amp2.wav', '25_ElecGtr01DI.wav', '26_ElecGtr02Amp1.wav', '27_ElecGtr02Amp2.wav', '28_ElecGtr02DI.wav', '29_ElecGtr03DI.wav', '30_ElecGtr04Amp.wav', '31_ElecGtr04DI.wav', '32_ElecGtr05Amp.wav', '33_ElecGtr05DI.wav', '34_ElecGtr06Amp1.wav', '35_ElecGtr06Amp2.wav', '36_ElecGtr06DI.wav', '37_ElecGtr07Amp.wav', '38_ElecGtr07DI.wav', '39_ElecGtr08DI.wav', '40_ElecGtr09Amp.wav', '41_ElecGtr09DI.wav', '42_ElecGtr10Amp.wav', '43_ElecGtr10DI.wav']",[],[],[],[],[],[],"['18_LeadVox.wav', '19_LeadVoxDT.wav']","['20_BackingVox1.wav', '21_BackingVox2.wav', '22_BackingVox3.wav']",[],0
Together Alone,"['03_Kick1.wav', '04_Kick2.wav']","['05_Snare1.wav', '06_Snare2.wav']",[],['07_Cymbal.wav'],[],[],[],"['01_Loop1.wav', '02_Loop2.wav']",['09_Bass.wav'],"['10_AcousticGtr1.wav', '11_AcousticGtr2.wav']",[],['12_Piano.wav'],[],[],[],[],"['08_SFX.wav', '13_Synth.wav']",['14_LeadVox1.wav'],"['15_LeadVox2.wav', '16_LeadVox3.wav']",[],1
Too Bright,"['01_Drums1Kick.wav', '05_Drums2Kick.wav', '09_Drums3Kick.wav']","['02_Drums1Snare.wav', '06_Drums2Snare.wav', '10_Drums3Snare.wav']","['03_Drums1HiHat.wav', '07_Drums2HiHat.wav', '11_Drums3HiHat.wav']",[],"['04_Drums1Overheads.wav', '08_Drums2Overheads.wav']",[],[],[],['12_Bass.wav'],[],"['13_ElecGtr1.wav', '14_ElecGtr2.wav', '15_ElecGtr3.wav', '16_ElecGtr4.wav', '17_ElecGtr5.wav', '18_ElecGtr6.wav']",[],"['19_Rhodes.wav', '20_RhodesSFX.wav']",[],[],[],"['21_Synth1.wav', '22_Synth2.wav', '23_Synth3.wav', '24_Synth4.wav']","['25_LeadVox1.wav', '26_LeadVox2.wav']","['27_BackingVox1.wav', '28_BackingVox1DT.wav', '29_BackingVox2.wav', '30_BackingVox2DT.wav', '31_BackingVox3.wav', '32_BackingVox3DT.wav']",[],1
Transcention,['01_Kick.wav'],['02_Snare.wav'],"['03_HatOpen.wav', '04_HatClosed1.wav', '05_HatClosed2.wav']",[],[],[],[],"['06_Clap.wav', '07_Percussion1.wav', '08_Percussion2.wav', '09_Percussion3.wav', '10_Percussion4.wav', '11_Percussion5.wav']","['12_Bass1.wav', '13_Bass2.wav']",[],[],[],[],[],['18_Strings.wav'],[],"['14_SynthArp1.wav', '15_SynthArp2.wav', '16_SynthLead1.wav', '17_SynthLead2.wav', '19_ElectroChoir.wav', '20_SFX1.wav', '21_SFX2.wav', '22_SFX3.wav', '23_SFX4.wav', '24_SFX5.wav', '25_SFX6.wav', '26_SFX7.wav']",[],[],[],0
Trapped,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",[],[],"['05_OverheadMono.wav', '06_OverheadsStereo.wav']",['04_Tom.wav'],['07_DrumsRioom.wav'],['08_Tambourine.wav'],"['09_BassAmp.wav', '10_BassDI.wav']",[],"['11_ElecGtr1.wav', '12_ElecGtr2.wav']",[],[],[],[],[],[],['13_LeadVox.wav'],"['14_BackingVox1.wav', '15_BackingVox1DT.wav', '16_BackingVox2.wav', '17_BackingVox3.wav']",[],1
Trude The Bumblebee,[],[],[],[],[],[],[],"['16_PercChoir MicPair1.wav', '17_PercChoir MicPair2.wav', '18_PercChoir MicPair3.wav', '14_PercSolo_FarMicPair1.wav', '15_PercSolo_FarMicPair2.wav', '12_PercSolo_CloseMic1.wav', '13_PercSolo_CloseMic2.wav']",[],[],[],[],[],[],[],[],['19_Whistle.wav'],"['03_SpotMic1_Tenors.wav', '05_SpotMic3_Sopranos.wav', '06_SpotMic4_Altos.wav', '04_SpotMic2_Basses.wav', '07_BassCloseMic1.wav', '08_BassCloseMic2.wav', '09_BassCloseMic3.wav', '10_BassCloseMic4.wav', '11_BassCloseMic5.wav', '20_LeadVox.wav']","['01_MainPair1.wav', '02_MainPair2.wav']",[],1
Tubos De Cristal Tela Adhesiva Y Grapas,['01_Kick.wav'],['02_Snare.wav'],[],[],['06_Overheads.wav'],"['03_Tom1.wav', '04_Tom2.wav', '05_Tom3.wav']",['07_DrumsRoom.wav'],[],"['08_Bass1.wav', '09_Bass2.wav']",[],"['10_ElecGtr1.wav', '11_ElecGtr2.wav', '12_ElecGtr3.wav', '13_ElecGtr4.wav', '14_ElecGtr5.wav', '15_ElecGtr6.wav', '16_ElecGtr7.wav', '17_ElecGtr8.wav']",[],[],[],[],[],[],['18_LeadVox.wav'],"['19_BackingVox1.wav', '20_BackingVox2.wav', '21_BackingVox3.wav']",[],1
Turn On Me,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['06_Overheads.wav'],"['07_Tom1.wav', '08_Tom2.wav']","['09_DrumsRoom.wav', '10_DrumsRoomLoFi.wav']",[],"['11_BassDI.wav', '12_BassAmp.wav']",['14_Ukelele.wav'],['13_ElecGtr.wav'],[],[],[],[],['15_Flute.wav'],[],['16_LeadVox.wav'],[],[],1
Two Bare Hands,"['Drums-Kick In-M82.wav', 'Drums-Kick Out-CU29.wav']","['Drums-Snare Bottom-M81.wav', 'Drums-Snare Top-M80.wav']",[],[],['Drums-Overhead-AR51.wav'],"['Drums-Floor-M82.wav', 'Drums-Rack-M81.wav']",['Drums-Room-M81.wav'],[],"['Bass-DI.wav', 'Bass-Mic-AK47.wav']",[],"['ELE Guitar-Con-CU29.wav', 'ELE Guitar-Dyn-M81.wav', 'ELE Guitars-Ignater-M81.wav']",[],[],[],[],[],['Keys-Synth-DI.wav'],['Vocal-Trevor-M80.wav'],[],[],0
Ubiquitous,['01_Kick.wav'],[],"['02_HiHat1.wav', '03_HiHat2.wav']",[],[],[],[],"['04_Claps.wav', '07_Shakers.wav']",['08_Bass.wav'],[],[],[],[],[],[],[],"['05_SFX1.wav', '06_SFX2.wav', '09_Synth1_Unmodulated.wav', '10_Synth2_PitchModulated.wav', '11_Synth2.wav']",[],[],[],0
Una Semana Sin Ti,[],[],[],[],[],[],[],"['01_Percussion.wav', '02_Woodblock.wav', '03_TomsCymbals.wav']",['04_Bass.wav'],[],[],['05_Piano.wav'],[],['09_FrenchHorns.wav'],"['07_Strings1.wav', '08_Strings2.wav']",[],['06_Vibes.wav'],['10_LeadVox.wav'],[],[],1
Unseen,['01_Kick.wav'],['03_Snare.wav'],[],[],['09_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav', '07_Tom3.wav', '08_Tom4.wav']",[],[],"['10_Bass1DI.wav', '11_Bass1Mic1.wav', '12_Bass1Mic2.wav', '13_Bass2DI.wav', '14_Bass2Mic1.wav', '15_Bass2Mic2.wav']",[],"['16_ElecGtr01DI.wav', '17_ElecGtr01Mic1.wav', '18_ElecGtr01Mic2.wav', '19_ElecGtr01DTDI.wav', '20_ElecGtr01DTMic1.wav', '21_ElecGtr01DTMic2.wav', '22_ElecGtr02DI.wav', '23_ElecGtr02DIMic1.wav', '24_ElecGtr02DIMic2.wav', '25_ElecGtr02DTDI.wav', '26_ElecGtr02DTMic1.wav', '27_ElecGtr02DTMic2.wav']",[],[],[],[],[],[],"['28_LeadVox.wav', '29_LeadVoxDT.wav']",[],"['02_KickTrigger.wav', '04_SnareTrigger.wav']",1
Upper Hand,"['01_KickIn.wav', '02_KickOut.wav', '03_KickSample.wav']","['04_SnareUp.wav', '05_SnareDown.wav']",[],[],['09_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav']","['10_DrumsRoom1_Stereo.wav', '11_DrumsRoom2_Mono.wav']","['12_Shaker.wav', '13_Tambourine.wav']",['14_Bass.wav'],"['15_AcousticGtr1.wav', '16_AcoustiGtr2.wav']","['17_ElecGtr1.wav', '18_ElecGtr2.wav']",['20_Piano.wav'],['19_Rhodes.wav'],['21_Horns.wav'],[],[],['22_SFX.wav'],['23_LeadVox.wav'],"['24_BackingVox1.wav', '25_BackingVox2.wav', '26_BackingVox3.wav', '27_BackingVox4.wav', '28_BackingVox5.wav', '29_BackingVox6.wav', '30_BackingVox7.wav', '31_BackingVox8.wav']",[],1
Va! Laisse Couler Mes Larmes,[],[],[],[],[],[],[],[],[],[],[],['02_PianoSpot.wav'],[],[],[],[],[],[],"['03_VoxSpot1_V4U.wav', '04_VoxSpot2_R102.wav', '05_VoxSpot3_U47.wav', '06_VoxSpot4_U67.wav']",['01_MainPair.wav'],0
Viviendo Del Reves,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],[],['07_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav']",[],[],"['08_BassAmpMic1.wav', '09_BassAmpMic2.wav', '10_BassDI.wav']","['11_AcousticGtr1Mics1.wav', '12_AcousticGtr1Mic2.wav', '13_AcousticGtr1DI.wav', '14_AcousticGtr2.wav', '15_AcousticGtr3.wav']","['16_ElecGtr1Mic1.wav', '17_ElecGtr1Mic2.wav', '18_ElecGtr1Mics3.wav', '19_ElecGtr2Mic1.wav', '20_ElecGtr2Mic2.wav', '21_ElecGtr2Mics3.wav', '22_ElecGtr3.wav', '23_ElecGtr4.wav']",[],[],[],[],[],"['24_Synth1.wav', '25_Synth2.wav', '26_Synth3.wav', '27_Synth4.wav', '28_Synth5.wav']","['29_LeadVox1.wav', '30_LeadVox1DT.wav', '31_LeadVox2.wav', '32_LeadVox2DT.wav']","['33_BackingVox1.wav', '34_BackingVox2.wav', '35_BackingVox3.wav', '36_BackingVox4.wav', '37_BackingVox5.wav']",[],1
W.A. Mozart's Piano Concerto No.12 K414 (Allegro),[],[],[],[],[],[],[],[],[],[],[],['04_SpotPair_Piano.wav'],[],[],"['06_Spot_Violin1.wav', '07_Spot_Violin2.wav', '08_Spot_Viola.wav', '09_Spot_Cello.wav', '10_Spot_Bass.wav']",['05_SpotPair_Woodwind.wav'],[],[],[],"['01_MainPair.wav', '02_OutriggerPair.wav', '03_HallPair.wav']",0
W.A.Mozart's Voi Che Sapete,[],[],[],[],[],[],[],[],[],[],[],['02_PianoSpot.wav'],[],[],[],[],[],"['03_VoxSpot1_V4U.wav', '04_VoxSpot2_R102.wav', '05_VoxSpot3_U47.wav', '06_VoxSpot4_U67.wav']",[],['01_MainPair.wav'],0
Walkie Talkie,"['01_Kick1.wav', '02_Kick2.wav', '03_Kick3.wav', '04_Kick4.wav', '05_Kick5.wav']","['06_Snare1.wav', '07_Snare2.wav', '08_Snare3.wav', '09_Snare4.wav', '10_Snare5.wav']",[],['11_Cymbal.wav'],[],[],[],"['18_Break1.wav', '19_Break2.wav', '20_Break2.wav', '12_Loop1.wav', '13_Loop2.wav', '14_Loop3.wav', '15_Loop4.wav', '16_Loop5.wav', '17_Loop6.wav']",['29_Bass.wav'],[],"['30_Gtr01a_Mic1.wav', '31_Gtr01b_Mic2.wav', '32_Gtr01c_Mic3.wav', '33_Gtr02a_Mic1.wav', '34_Gtr02b_Mic2.wav', '35_Gtr03a_Mic1.wav', '36_Gtr03b_Mic2.wav', '37_Gtr03c_Mic3.wav', '38_Gtr04a_Mic1.wav', '39_Gtr04b_Mic2.wav', '40_Gtr05a_Mic1.wav', '41_Gtr05b_Mic2.wav', '42_Gtr06a_Mic1.wav', '43_Gtr06b_Mic2.wav', '44_Gtr07a_Mic1.wav', '45_Gtr07b_Mic2.wav', '46_Gtr07c_Mic3.wav', '47_Gtr07d_Mic4.wav']",[],[],[],[],[],"['21_SampleSFX1.wav', '22_SampleSFX2.wav', '23_SampleSFX3.wav', '24_SampleSFX4.wav', '25_SampleSFX5.wav', '26_SampleSFX6.wav', '27_SampleSFX7.wav', '28_SampleSFX8.wav', '48_Synth.wav']",['49_LeadVox.wav'],"['50_BackingVoxSFX1.wav', '51_BackingVoxSFX2.wav', '52_BackingVoxSFX3.wav']",[],1
Waves,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],[],['04_Overheads.wav'],[],[],[],['05_Bass.wav'],"['06_AcousticGtrDI.wav', '07_AcousticGtrMic.wav']",['08_ElecGtr.wav'],[],[],[],"['09_Violin1.wav', '10_Violin2.wav']",[],[],['11_LeadVox.wav'],"['12_BackingVox1.wav', '13_BackingVox2.wav']",[],1
Way Of Life,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['09_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav']",['10_DrumsRoom.wav'],[],"['11_BassDI.wav', '12_BassPedals.wav', '13_BassAmpMic.wav']",[],"['14_ElecGtr1Mic1.wav', '15_ElecGtr1Mic2.wav', '16_ElecGtr2Mic1.wav', '17_ElecGtr2Mic2.wav', '18_ElecGtr3Mic1.wav', '19_ElecGtr3Mic2.wav', '20_ElecGtr4Mic1.wav', '21_ElecGtr4Mic2.wav', '22_ElecGtr5Mic1.wav', '23_ElecGtr5Mic2.wav']",[],[],[],[],[],[],"['24_LeadVox.wav', '25_LeadVoxDT.wav']",[],[],1
Wayfaring Stranger,['01_Kick_LiveRoom.wav'],['02_Snare_LiveRoom.wav'],[],[],[],['04_Toms_LiveRoom.wav'],['03_Overheads_LiveRoom.wav'],[],"['05_BassMic_LiveRoom.wav', '06_BassDI_LiveRoom.wav']",[],[],['07_Piano_LiveRoom.wav'],[],['08_Saxophone_LiveRoom.wav'],[],[],[],['09_LeadVox_IsoBooth.wav'],[],[],1
We Feel Alright,['01_Kick.wav'],['02_Snare.wav'],[],[],[],[],[],"['03_Loop1.wav', '04_Loop2.wav', '05_Loop3.wav']",['06_Bass.wav'],[],"['11_ElecGtr1.wav', '12_ElecGtr2.wav', '13_ElecGtr3.wav', '14_ElecGtr4.wav']",['15_Piano.wav'],[],[],[],[],"['07_Synth1.wav', '08_Synth2.wav', '09_Synth3.wav', '10_SFX.wav']","['16_Vox1.wav', '17_Vox2.wav', '18_Vox3.wav', '19_Vox4.wav']",[],[],1
